movie_id,title,year,genre
1,Movie 1,2005,Action
2,Movie 2,1996,Comedy
3,Movie 3,2009,Thriller
4,Movie 4,2023,Romance
5,Movie 5,2017,Horror
6,Movie 6,2020,Thriller
7,Movie 7,1986,Sci-Fi
8,Movie 8,2010,Action
9,Movie 9,2019,Thriller
10,Movie 10,2019,Sci-Fi
11,Movie 11,2021,Comedy
12,Movie 12,2020,Animation
13,Movie 13,2024,Romance
14,Movie 14,2021,Horror
15,Movie 15,1987,Drama
16,Movie 16,1982,Action
17,Movie 17,1999,Animation
18,Movie 18,1987,Comedy
19,Movie 19,1995,Drama
20,Movie 20,2004,Animation
21,Movie 21,2003,Horror
22,Movie 22,2017,Drama
23,Movie 23,2006,Comedy
24,Movie 24,2011,Horror
25,Movie 25,1997,Action
26,Movie 26,2024,Thriller
27,Movie 27,1993,Animation
28,Movie 28,2008,Sci-Fi
29,Movie 29,2003,Comedy
30,Movie 30,2023,Thriller
31,Movie 31,2014,Thriller
32,Movie 32,1983,Horror
33,Movie 33,1997,Sci-Fi
34,Movie 34,1987,Animation
35,Movie 35,1985,Sci-Fi
36,Movie 36,2021,Action
37,Movie 37,1983,Thriller
38,Movie 38,1995,Drama
39,Movie 39,2016,Sci-Fi
40,Movie 40,1984,Sci-Fi
41,Movie 41,2017,Sci-Fi
42,Movie 42,1994,Thriller
43,Movie 43,1989,Action
44,Movie 44,1997,Drama
45,Movie 45,1988,Romance
46,Movie 46,1991,Comedy
47,Movie 47,2022,Action
48,Movie 48,1988,Action
49,Movie 49,2002,Sci-Fi
50,Movie 50,2017,Thriller
51,Movie 51,1981,Drama
52,Movie 52,1996,Action
53,Movie 53,1988,Horror
54,Movie 54,2013,Comedy
55,Movie 55,1984,Animation
56,Movie 56,2008,Thriller
57,Movie 57,2012,Comedy
58,Movie 58,2008,Sci-Fi
59,Movie 59,2019,Action
60,Movie 60,2022,Romance
61,Movie 61,2009,Action
62,Movie 62,1983,Animation
63,Movie 63,2005,Horror
64,Movie 64,2023,Comedy
65,Movie 65,2011,Animation
66,Movie 66,1984,Comedy
67,Movie 67,2000,Drama
68,Movie 68,1984,Drama
69,Movie 69,1997,Thriller
70,Movie 70,2004,Romance
71,Movie 71,2009,Horror
72,Movie 72,1986,Comedy
73,Movie 73,2021,Sci-Fi
74,Movie 74,2007,Animation
75,Movie 75,1994,Horror
76,Movie 76,2001,Animation
77,Movie 77,2005,Horror
78,Movie 78,1986,Thriller
79,Movie 79,2007,Thriller
80,Movie 80,2022,Romance
81,Movie 81,2003,Drama
82,Movie 82,2023,Animation
83,Movie 83,1984,Comedy
84,Movie 84,1985,Comedy
85,Movie 85,2007,Comedy
86,Movie 86,2003,Drama
87,Movie 87,2015,Action
88,Movie 88,2017,Thriller
89,Movie 89,2022,Comedy
90,Movie 90,2006,Thriller
91,Movie 91,2022,Horror
92,Movie 92,1983,Romance
93,Movie 93,2018,Romance
94,Movie 94,2002,Comedy
95,Movie 95,2016,Sci-Fi
96,Movie 96,1989,Animation
97,Movie 97,1994,Comedy
98,Movie 98,2002,Thriller
99,Movie 99,1987,Romance
100,Movie 100,2016,Sci-Fi
101,Movie 101,2007,Action
102,Movie 102,2018,Romance
103,Movie 103,1981,Drama
104,Movie 104,1997,Romance
105,Movie 105,2001,Thriller
106,Movie 106,1980,Drama
107,Movie 107,1989,Horror
108,Movie 108,1984,Drama
109,Movie 109,2020,Action
110,Movie 110,1985,Sci-Fi
111,Movie 111,2004,Horror
112,Movie 112,2009,Thriller
113,Movie 113,1990,Thriller
114,Movie 114,1999,Thriller
115,Movie 115,2016,Comedy
116,Movie 116,1983,Drama
117,Movie 117,1990,Action
118,Movie 118,2023,Comedy
119,Movie 119,1997,Animation
120,Movie 120,2022,Horror
121,Movie 121,2011,Animation
122,Movie 122,2006,Romance
123,Movie 123,1993,Comedy
124,Movie 124,2002,Horror
125,Movie 125,1987,Romance
126,Movie 126,2023,Animation
127,Movie 127,2013,Romance
128,Movie 128,1982,Sci-Fi
129,Movie 129,2005,Action
130,Movie 130,1980,Sci-Fi
131,Movie 131,1999,Sci-Fi
132,Movie 132,1988,Romance
133,Movie 133,1998,Thriller
134,Movie 134,1987,Action
135,Movie 135,2011,Horror
136,Movie 136,1991,Drama
137,Movie 137,2004,Sci-Fi
138,Movie 138,2012,Thriller
139,Movie 139,1984,Horror
140,Movie 140,1982,Horror
141,Movie 141,1981,Animation
142,Movie 142,1984,Thriller
143,Movie 143,2016,Horror
144,Movie 144,2016,Horror
145,Movie 145,2020,Horror
146,Movie 146,1998,Comedy
147,Movie 147,2005,Action
148,Movie 148,2000,Drama
149,Movie 149,2019,Animation
150,Movie 150,2024,Thriller
151,Movie 151,1985,Horror
152,Movie 152,1986,Sci-Fi
153,Movie 153,2007,Horror
154,Movie 154,2013,Comedy
155,Movie 155,2005,Romance
156,Movie 156,2001,Sci-Fi
157,Movie 157,2001,Drama
158,Movie 158,1984,Comedy
159,Movie 159,2013,Sci-Fi
160,Movie 160,2002,Thriller
161,Movie 161,2021,Drama
162,Movie 162,1995,Comedy
163,Movie 163,1989,Romance
164,Movie 164,1992,Drama
165,Movie 165,2018,Drama
166,Movie 166,2021,Comedy
167,Movie 167,1991,Animation
168,Movie 168,2009,Animation
169,Movie 169,2023,Thriller
170,Movie 170,2020,Thriller
171,Movie 171,1989,Animation
172,Movie 172,1984,Animation
173,Movie 173,2008,Romance
174,Movie 174,1997,Action
175,Movie 175,2002,Comedy
176,Movie 176,1999,Animation
177,Movie 177,2008,Action
178,Movie 178,1983,Thriller
179,Movie 179,1998,Comedy
180,Movie 180,2021,Comedy
181,Movie 181,2019,Horror
182,Movie 182,2009,Action
183,Movie 183,2008,Sci-Fi
184,Movie 184,2000,Animation
185,Movie 185,2012,Drama
186,Movie 186,1983,Animation
187,Movie 187,1986,Thriller
188,Movie 188,1985,Drama
189,Movie 189,1982,Sci-Fi
190,Movie 190,2008,Animation
191,Movie 191,2013,Drama
192,Movie 192,2003,Thriller
193,Movie 193,1998,Horror
194,Movie 194,2006,Thriller
