order_id,customer_id,restaurant_id,status,created_at
1,906,58,PLACED,1704711685
2,851,169,DELIVERING,1705795748
3,890,48,PLACED,1705947779
4,245,28,DELIVERING,1704657332
5,117,25,DELIVERING,1704112691
6,147,130,DELIVERING,1705569414
7,367,114,DELIVERED,1704145212
8,592,23,ACCEPTED,1705332164
9,987,127,DELIVERING,1705757953
10,362,84,ACCEPTED,1704228508
11,680,103,DELIVERING,1706095171
12,107,16,CANCELLED,1705478730
13,783,64,DELIVERED,1705647342
14,836,121,CANCELLED,1705909075
15,197,107,DELIVERING,1705670136
16,683,81,CANCELLED,1705717428
17,218,3,PLACED,1704198606
18,705,136,DELIVERING,1704529448
19,43,187,PLACED,1706335384
20,775,58,CANCELLED,1706312976
21,665,132,DELIVERED,1705173867
22,996,27,PLACED,1704915943
23,957,149,ACCEPTED,1704559101
24,924,83,ACCEPTED,1706261584
25,188,16,DELIVERED,1704992323
26,215,182,DELIVERED,1704654371
27,963,195,DELIVERING,1706365451
28,188,11,DELIVERED,1704493987
29,577,167,PLACED,1706439883
30,956,124,CANCELLED,1706131549
31,715,126,CANCELLED,1706050518
32,55,117,PLACED,1706448241
33,158,8,DELIVERED,1704423612
34,281,35,CANCELLED,1704629585
35,424,59,DELIVERING,1704945130
36,176,122,ACCEPTED,1704625432
37,256,53,CANCELLED,1705869963
38,771,142,PLACED,1704249362
39,891,122,PLACED,1704420690
40,416,75,DELIVERED,1704890289
41,665,22,DELIVERING,1705625263
42,913,181,CANCELLED,1705797969
43,897,115,PLACED,1704679230
44,486,176,DELIVERING,1705194736
45,915,86,PLACED,1704635489
46,569,55,DELIVERING,1704966316
47,600,63,DELIVERED,1704383996
48,699,99,PLACED,1706547260
49,990,62,DELIVERED,1705273727
50,434,138,PLACED,1705159250
51,137,93,PLACED,1704472419
52,519,135,DELIVERED,1705396651
53,562,11,DELIVERING,1704755036
54,311,142,CANCELLED,1704394264
55,939,192,PLACED,1704955286
56,62,196,DELIVERING,1704985912
57,641,29,DELIVERING,1705042670
58,234,43,DELIVERING,1704949962
59,827,64,PLACED,1704930937
60,450,128,CANCELLED,1704477722
61,907,46,DELIVERED,1704149191
62,337,26,DELIVERING,1705188207
63,41,39,DELIVERED,1706533875
64,394,123,DELIVERING,1706396183
65,893,105,DELIVERING,1706431474
66,309,77,DELIVERED,1704466307
67,73,91,DELIVERED,1704080943
68,434,153,DELIVERING,1706041595
69,605,58,CANCELLED,1705183359
70,24,153,DELIVERING,1706387675
71,739,184,PLACED,1706266521
72,516,196,DELIVERING,1706444602
73,963,103,DELIVERED,1706631991
74,711,146,DELIVERED,1705666892
75,567,28,CANCELLED,1704622591
76,327,109,DELIVERED,1705770587
77,730,45,DELIVERING,1705797554
