rating_id,user_id,movie_id,rating,timestamp
1,457,133,4,1717856912
2,427,4043,1,1725697462
3,912,3290,2,1729754815
4,928,1909,1,1707418254
5,587,566,4,1727453358
6,96,855,5,1715220334
7,346,1805,1,1724031083
8,251,4015,2,1728441048
9,117,1560,3,1727057987
10,59,1888,4,1720605996
11,638,633,4,1704349771
12,793,1761,4,1723268269
13,647,1731,1,1717964394
14,100,4412,5,1708668397
15,901,417,1,1713690467
16,942,3040,5,1708415529
17,47,3907,2,1731127203
18,99,3205,2,1731854479
19,277,3677,3,1708327902
20,306,3536,5,1713127445
21,955,3918,2,1709014172
22,369,2632,1,1729829322
23,435,2691,2,1723378895
24,677,4964,1,1715317619
25,734,1793,4,1731147916
26,938,3614,5,1725398952
27,123,1060,1,1731395437
28,462,1302,1,1724917867
29,354,3906,5,1731337021
30,678,4959,1,1732491363
31,240,2571,3,1704442139
32,943,4401,1,1723138539
33,619,3395,5,1732913915
34,820,2155,3,1714866135
35,446,2676,4,1729035632
36,714,4413,1,1731728523
37,747,3664,3,1713946422
38,190,276,3,1712801418
39,57,2962,1,1734049746
40,944,3031,3,1718154264
41,496,2299,1,1722991112
42,806,1428,1,1707994520
43,747,3225,4,1730873579
44,324,4927,5,1726869231
45,249,291,1,1706468164
46,230,2110,1,1714241624
47,895,273,3,1728821204
48,645,4415,1,1717072848
49,646,3922,1,1723223799
50,74,2088,3,1718609466
51,368,2535,5,1712703536
52,6,402,1,1705416097
53,911,2407,1,1704822127
54,300,3378,3,1732563462
55,368,2064,5,1719568072
56,395,4329,2,1713988938
57,750,4387,4,1715845035
58,175,2960,4,1704702273
59,289,4519,5,1724368018
60,146,2311,4,1718327798
61,138,2591,4,1718228909
62,62,682,2,1721862601
63,41,3855,5,1715187193
64,757,649,1,1721084087
65,115,1398,1,1730663106
66,834,3147,3,1710002400
67,698,3055,1,1722752751
68,692,963,3,1723063845
69,338,4929,1,1714411210
70,247,892,3,1704789771
71,450,579,4,1712681387
72,73,3546,3,1720207793
73,973,3967,4,1733531154
74,194,832,1,1727245971
75,986,1874,2,1727575051
76,254,997,5,1719454141
77,412,3866,1,1709508433
78,371,2518,4,1707410570
79,424,4178,3,1734958427
80,300,2278,4,1723988947
81,430,2318,3,1729604807
82,972,4138,5,1734352210
83,778,1475,3,1726991046
84,316,689,5,1711715271
85,190,4166,1,1733152558
86,91,1984,4,1725297596
87,131,2228,3,1729817669
88,505,4880,2,1730277921
89,593,3749,3,1723350758
90,95,2181,3,1721860195
91,932,4713,3,1704738797
92,911,41,5,1726231565
93,317,3150,3,1732613151
94,779,4460,3,1734166885
95,415,1923,5,1709256965
96,660,2370,5,1728946159
97,864,4122,4,1722862711
